1.1109096,1.8195933,7.776367,0.018989183,-0.033946656,-0.19060741
0.45968673,2.0494366,7.1634517,0.010245083,-0.019128809,-0.1630661
0.7661445,1.5897499,11.60709,0.001117011,-0.021816615,-0.135455
1.1492168,2.777274,9.768343,-0.005201081,-0.021973696,-0.1113171
1.340753,1.3982137,11.224017,-0.051818825,0.005742133,0.011239921
2.1068976,5.1140146,11.568783,-0.063006386,0.004206243,0.052307516
-0.45968673,3.466804,9.691729,-0.005235988,-0.042847835,-0.0755553
-0.038307227,5.1140146,8.159439,0.106569804,-0.09077457,-0.35679767
-1.0342951,4.6160207,7.1634517,0.2855184,-0.19416788,-0.81122905
0.49799395,1.8962077,11.492168,0.3736052,-0.25441664,-1.0263408
2.1068976,2.27928,9.385271,0.2674368,-0.18064158,-0.72904146
0.842759,3.3901896,9.461885,0.2043955,-0.13814281,-0.53000414
0.8810662,4.4244847,7.8529816,0.22619466,-0.15447909,-0.556568
-0.22984336,2.8538885,10.266336,0.2494599,-0.15971509,-0.6074444
0.9576807,3.3135753,11.262324,0.23591615,-0.15144221,-0.5775818
0.49799395,1.8195933,8.389283,0.21767746,-0.14709635,-0.54920274
0.7661445,2.7006595,7.1634517,0.2151991,-0.1489813,-0.54258794
-0.30645782,1.283292,6.8569937,0.15582299,-0.11194542,-0.38217473
1.0342951,2.2026656,8.734048,0.12430235,-0.089343406,-0.29515263
0.5746084,1.934515,9.844957,0.10299188,-0.06551966,-0.233176
1.1875241,2.1260512,11.60709,0.096359625,-0.05326745,-0.19554669
0.076614454,1.7429788,9.730036,0.12144001,-0.06169739,-0.24853489
0.91937345,3.0454245,9.691729,0.12576842,-0.044436082,-0.2684491
1.4556746,2.3175871,11.568783,0.038676497,0.017558012,-0.054506633
0.15322891,2.3942018,8.6574335,-0.11561061,0.095783666,0.34726816
0.9576807,2.585738,10.726024,-0.33278194,0.22736403,0.9197711
0,3.9264908,8.236053,-0.25200808,0.15789993,0.72206014
-0.38307226,3.7732618,8.159439,-0.16592845,0.114458695,0.4876799
-0.9959879,0.8619126,9.80665,-0.13234831,0.102607906,0.37442547
0.6512229,2.5091233,8.00621,-0.1282468,0.15456636,0.3335499
0.5746084,1.8962077,8.465898,-0.12751375,0.20474458,0.31976178
0.6895301,4.5777135,7.393295,-0.1473756,0.24054128,0.4021064
0,2.27928,7.8912888,-0.13779375,0.2170666,0.41753513
0.842759,2.0494366,11.070788,-0.11608185,0.18221237,0.3376514
1.4556746,0.51714754,10.228029,-0.10519099,0.14861478,0.29820696
-0.7278373,2.087744,7.469909,-0.09758136,0.12758356,0.2735629
0,1.436521,9.002198,-0.0988729,0.12068952,0.27675685
0.2681506,2.6623523,9.11712,-0.12018337,0.14149384,0.3404439
0.45968673,2.7389667,9.155427,-0.13267992,0.17469001,0.37695622
0.30645782,3.2369606,8.197746,-0.08265879,0.13692108,0.24223424
1.4173675,2.1643584,8.772355,0.023177972,0.10325368,-0.04230678
1.3024458,1.283292,10.113108,0.08358382,0.020402899,-0.18634881
1.3024458,1.283292,11.18571,0.07189011,0.011972958,-0.15744615
-0.61291564,0.59376204,6.7803793,0.037891097,-0.005707227,-0.06981317
0.80445176,3.8498764,10.266336,-0.006440265,-0.08566076,0.07251843
0.22984336,1.2066777,9.844957,-0.004433136,-0.14636332,0.08609709
0.5363012,3.7349546,9.959879,-0.026476644,-0.14008012,0.14859733
-0.22984336,3.083732,10.342952,-0.053668875,-0.084997535,0.20961404
0.15322891,5.1523223,7.086837,-0.055257123,-0.04845034,0.22478095
0.2681506,2.4708161,8.0445175,-0.021589722,-0.04618141,0.16770868
-0.30645782,2.0111294,12.066776,0.092327915,-0.097529,-0.0935671
-0.45968673,0.4405331,9.921572,0.13788101,-0.11030481,-0.2098933
0.6895301,2.777274,9.500193,0.11510447,-0.09505063,-0.15662585
0.19153613,3.9264908,8.619126,0.15725416,-0.14952235,-0.27438322
-0.076614454,3.4284968,10.802638,0.21376793,-0.21108012,-0.41599923
1.4556746,4.003105,9.576807,0.187396,-0.1889668,-0.35866517
